500,16
33582,0.94373417,0.3643663,0.59183335,-0.1948717,-0.5363444,-0.6000994,-0.023985608,-0.32362083,-0.3426485,-0.0020117639,0.9605144,0.78565496,-0.38698933,0.32609788,0.36429435,-0.21299209
526,0.7245122,0.26207414,0.8791466,0.35021323,-0.40670872,-0.5764449,0.28274032,0.13576443,-0.1361411,-0.21197796,0.70638525,0.76040703,-0.40780383,0.21370625,0.23274554,-0.0032318134
1269,0.47905707,0.58108586,0.3908467,-0.30406478,-0.48070207,-0.15956235,0.71377444,-0.043428097,-0.36880675,-0.65223044,0.6408677,0.67692304,-0.5327139,0.17354278,0.34500077,0.57628304
1500,-0.0061005033,-0.011634576,0.48918378,-0.18178937,-1.0631071,-0.33045948,-0.13278788,-0.20190255,-0.54820216,-0.21297602,0.5998593,0.308006,-0.4628191,0.51839256,0.36748493,-0.30539757
2009,-0.26362357,-0.06259511,0.016406715,-0.88743585,-0.12877169,-0.6814591,-0.033297062,0.008291621,0.35030717,0.19041821,1.0896268,0.6892185,0.06951309,0.3425728,-0.0031068528,-0.2967414
2235,1.424928,-0.21091057,0.5630811,-0.17026854,-0.54255587,-0.21770172,-0.40082324,0.06344046,-0.46711302,0.3473907,1.0735438,0.7571516,-0.089125745,0.327519,0.35373995,-0.34033316
6499,1.1051381,-0.16607831,0.54838634,0.3139984,-0.35207388,-0.38773063,0.05352248,0.08890554,-0.24661385,0.34069377,0.9762162,0.7026805,-0.31862137,0.2739559,0.34339964,-0.09840487
9861,0.816855,0.42037302,0.42686054,0.30062157,-0.34287798,-0.34467706,0.19568421,0.054078385,-0.45112237,0.14521547,0.93988687,0.5926357,-0.54298484,0.26337838,0.52338517,-0.312566
590,0.41718557,0.5338378,-0.303464,-0.031224724,-0.57742625,-0.17454007,0.12779504,0.883704,-0.2654122,-0.8622115,0.6858722,0.7305384,-0.34718856,-0.38990578,0.19596507,0.20586883
34,0.3407846,0.060946353,0.9364816,0.41731727,-0.029660655,-0.6638759,0.3493116,0.7009791,0.125742,-0.406898,0.5497839,0.8827838,-0.2937365,0.228187,-0.14234585,0.23546204
459,-0.2481276,0.09062244,0.3600762,-0.03203639,-0.5883084,-0.0807288,0.5263796,0.7417368,0.10668987,0.273293,0.23708133,0.35894218,-0.46624392,0.4610679,-0.18556239,-0.12158932
2081,0.079982415,-0.45608243,0.012370439,-0.011996512,-0.1857571,-0.44886452,0.3648577,0.6022756,-0.5100227,0.115175806,0.63356686,0.29375982,-0.27350846,0.21674874,-0.12174795,0.36432093
3553,-0.13405453,-0.008356641,0.30093327,-0.03944212,-0.14284563,-0.44547877,0.010858514,0.7395156,-0.34618574,0.32282245,0.5378529,0.6159028,0.22741084,0.19488469,0.50482863,-0.036138378
3598,-0.16632213,0.07687317,0.72555095,-0.03437902,-0.13581847,-0.32995304,-0.2066873,0.44245327,0.30374143,0.026719254,0.7369033,0.77888113,-0.14106627,0.37913516,0.40209627,0.46593595
5309,0.46630558,-0.38432014,0.6917087,0.28420216,0.012560465,-0.44388667,0.049761612,0.5762497,-0.472289,-0.0025872083,0.8537953,0.5532215,-0.3132572,0.13677566,0.034833483,0.22522548
5312,0.345684,-0.05658798,0.9591846,0.8131749,-0.20010671,-0.76311344,0.34419647,0.67055166,0.24202995,-0.45251748,0.3693503,1.0221227,-0.40446073,0.3237254,0.11130305,-0.5734787
5463,-0.20063196,-0.028602738,0.6017696,-0.096879564,-0.55260944,-0.24864306,0.35051885,0.42854825,-0.11901975,0.42396146,0.8197733,0.4499177,0.21384408,-0.029011413,0.19625895,0.19981346
5594,0.73760426,-0.286182,0.47134218,0.21973586,-0.4778758,0.051496193,1.114308,-0.057954736,0.21466531,0.54565847,0.4128315,1.2141297,-0.3722426,0.3604471,-0.27462977,0.28712985
5630,0.51373416,-0.018158894,0.73912126,0.7734405,-0.098521225,-0.17760733,-0.015658032,0.66527355,0.3080312,-0.18401189,0.7397442,0.8555371,-0.73030794,0.05994194,0.5553134,-0.33580658
5874,0.90643394,0.13643697,0.58555514,0.46576348,-0.22541298,-0.8020012,0.49069417,0.22328652,-0.18603507,0.035199918,0.79845566,0.52876097,0.3992527,0.94818246,0.4507914,-0.06629793
7466,0.526854,-0.11053116,0.7698906,0.057815637,0.010193383,0.040765062,0.24217331,0.32517478,-0.7178022,0.09183719,0.84828585,0.7063379,0.334501,0.43395153,-0.14034182,0.18528876
29214,0.4236637,0.21740516,0.8792467,0.24801442,-0.7447027,-0.0739755,0.0667874,0.030431388,-0.3389581,-0.53212196,0.5944728,0.92842233,-0.58480006,-0.06646484,0.27098435,-0.26426494
34857,0.27458093,-0.09766077,0.36625993,0.1570832,-0.027267428,-0.06981687,0.030549476,0.46188262,-0.59992844,0.46507257,1.0383619,0.5004106,-0.33367044,0.0458546,0.47201562,0.010528724
34874,0.45614716,0.6306883,0.6198934,0.057685997,-0.8994907,-0.44477373,0.372006,0.3491866,-0.3925296,-1.0210035,0.81378454,0.20471239,-0.5868388,0.110860765,-0.09013018,0.1625333
3132,0.16586202,0.29961225,-0.23428515,-0.1904935,-0.61657745,-0.39079705,0.588337,0.59372693,-0.31943676,-0.5452541,1.0087472,0.0279463,-0.2609152,0.016139379,-0.22809371,0.57263625
1762,-0.3521408,-0.11351288,0.24116497,-0.22741374,-0.5775661,0.4697316,0.85850626,-0.072214365,0.394183,-0.5452434,1.1145189,0.36235857,0.2629904,0.21852699,0.52045655,0.52353144
770,0.6658206,0.8644212,-0.18179823,-0.6947019,-0.37507048,0.19395587,0.47496697,0.45308524,-0.341003,-0.47033203,0.8606531,0.5974162,-1.2293745,-0.13607167,0.668787,0.66070455
35212,0.62233806,0.12328351,-0.012918634,-0.33041206,-0.024497693,-0.026116524,0.6071182,0.025920505,-0.8068,-1.0432038,0.53498435,0.86279494,-0.86225885,0.6562963,0.33949083,0.7913913
4929,0.51037806,0.74436,-0.5688134,-0.2953987,-0.4544924,0.2809471,0.49870625,0.26127705,-0.32275426,-0.62312645,0.9108617,0.9013154,-0.7504948,0.06044346,0.38352388,0.80417496
28984,-0.03525708,-0.1536709,0.8343679,-0.29738852,-0.66390187,-0.28237736,0.4151608,0.5274288,-0.18954334,0.117388934,0.045342013,0.66841245,-0.45272273,0.15950544,0.4006563,0.69812906
2132,0.119209774,1.4954137,-0.18413813,-0.14515038,-0.31295788,-0.2716223,0.68669033,0.69721466,-0.5636087,-1.1313722,0.8122343,0.8084738,-0.30239677,0.13148575,0.20851855,0.16402961
13732,-0.51388276,0.12900884,0.25634575,-0.7778104,-0.41879773,0.04655527,0.59517527,-0.036714222,-0.27733815,-0.16132924,0.29943603,1.380516,0.4348819,0.4135832,0.116696455,-0.36894763
1615,0.10763534,0.27282158,0.3800276,0.24354944,-0.09923357,-0.1788815,0.5040675,0.6987211,0.17691927,-0.4655312,0.9189048,0.63657856,-0.10538335,-0.015183079,-0.12081909,0.7159433
2798,0.03441227,0.39339846,-0.6066626,-0.18617457,-0.70588565,0.55543673,0.44936252,0.35762373,-0.020279188,-0.4740228,0.8469923,0.5627607,-0.3872332,0.19765896,0.34342486,0.94648635
5862,0.044330183,-0.091232106,0.4883989,-0.19291778,-0.4684798,-0.32339358,0.71367925,0.7035918,-0.52384096,0.013504124,0.50410426,0.36439267,-0.04769007,-0.17960131,0.2937283,0.6405764
3866,-0.034359165,-0.56558746,0.15680914,0.07453282,-0.6199492,-0.20678134,-0.06008709,0.37761804,-0.39212117,0.052695476,0.7990749,0.23358326,-0.20624398,0.4671322,-0.24127114,0.38963196
23331,0.045661423,-0.017090581,0.53881276,-0.035552517,-1.2255286,-0.02926785,-0.064482875,0.22889121,-0.4991483,0.1646562,0.83822507,-0.004604418,-0.39931622,0.57579,-0.5412772,-0.052556835
28917,-0.28573397,-0.21381466,0.25788054,-0.05845136,-0.3828454,-0.1553307,0.30107042,0.3685879,-0.6526171,-0.12177469,0.9157063,0.40916467,-0.08615408,-0.21330222,0.0075965496,0.2269735
1537,-0.026389664,-0.24973524,0.49324086,-0.1533216,-0.37558153,-0.14957349,0.40724266,0.16529937,-0.29167315,0.015577455,0.61590844,0.7421914,-0.03927455,0.0905614,0.079222366,0.5462536
2105,-0.4320961,-0.3512466,-0.113925196,0.16472799,-0.45791632,-0.18998244,0.5285118,0.49963996,-0.50279576,-0.26004454,0.31571212,0.528677,0.1205209,0.37534103,0.87531495,0.25317886
4363,-0.021696031,0.12811048,0.3417333,0.54015017,-0.78328836,-0.092988886,-0.058526143,0.6150644,0.24838363,0.21039756,0.23889533,0.81845707,-0.35464126,0.42351913,0.92682135,-0.013853425
13063,-0.2706074,0.23248905,0.34403777,-0.89203817,-0.43550217,-0.95313406,0.09486853,-0.43631527,-0.1755573,-0.48211524,0.94531506,0.69831127,-0.48634693,0.6121079,0.06643686,-0.9205468
29441,0.2303358,-0.5940262,0.3325132,-0.34544235,-1.3499951,-0.6711697,0.06878977,-0.057157934,0.29315722,-0.1735962,0.49198386,0.14438806,-0.72673625,0.5174983,0.18399073,0.07085542
3830,-0.35400835,-0.63663334,0.32454285,-0.15167218,-0.46862125,-0.5498224,0.17006114,0.6113884,-0.15474744,-0.086780414,0.36401916,0.5071903,-0.03612574,0.12682693,0.2902804,0.3907163
5459,-0.5108099,-0.27302155,0.395902,-0.30049956,-1.2041698,-0.30808857,0.17764235,0.2252806,-1.022025,0.20024061,0.34984478,0.17206217,-0.38769326,0.33913356,0.22504592,-0.96980244
15594,0.04137795,-0.57789147,0.05914279,-0.44006452,-0.67654485,-0.14993256,-0.4425749,-0.0050054155,-1.0885862,-0.84734905,0.1696869,0.638297,-0.5226331,1.359679,0.27046233,0.33769488
607,0.21165466,0.32819128,0.50509185,-0.08319524,-1.0412506,-0.36304763,0.2201389,0.20571683,-0.4281654,-0.67672795,0.60873884,0.4316295,-0.4192614,0.09012455,-0.13038912,0.25821587
4435,0.16913752,0.06717022,-0.4925971,-0.38475183,-0.7337206,0.3442951,-0.82264113,0.6377852,-0.3654465,0.33462167,0.5930785,0.72924405,-0.46268436,0.3850961,0.5192181,0.1483695
26380,-0.4393895,-0.07695579,0.42365745,-0.08819546,-1.073646,-0.26194343,-0.19070561,0.33000058,-0.7872279,0.04978791,0.563994,0.13825242,-0.20904526,0.58198416,0.08002663,-0.47841328
23665,0.070361875,0.3573458,-0.05552966,-0.3698131,-0.7514845,-0.6638378,0.2654799,0.36235797,-0.18328057,-0.38735977,0.82775366,0.25056037,-0.36710382,0.1724496,-0.10657277,0.081688344
1800,-0.24701159,-0.65499353,0.24367301,-0.47224945,-0.5338084,-0.27135557,-0.4988604,0.1927699,-0.48015693,-0.11058635,0.3547622,0.8503959,-0.39620012,0.5001191,-0.008010161,0.34920794
7827,-0.045687336,-0.5194742,0.24434793,0.11187972,-1.2473819,-0.35339075,0.27251226,-0.08252698,-0.74384916,0.112245314,0.61551654,0.13455318,-0.19832125,0.54303044,0.15907751,-0.73325443
26011,0.091228336,0.51151544,0.06702393,-0.38819176,-0.5944858,0.08181995,-0.08190194,-0.10639389,-0.16701333,0.45641884,1.2710888,0.26030973,-0.52167785,0.31443086,0.94692487,-0.14266625
4565,-0.61554426,0.39303276,0.033023838,-0.061148077,-0.031474516,-0.07505942,0.51876086,-0.12748782,-0.64383554,-0.010357035,0.60857934,1.0269884,-0.6044332,0.72671235,-0.062689915,-0.46288243
30505,-0.7613602,-0.1390265,0.5715168,-0.2371084,-1.0015285,0.3127504,0.11860707,0.17384134,-0.31208754,-0.058222424,0.44317707,0.8442723,-0.89550203,-0.015348887,0.05775703,-1.0453298
27395,-0.095895864,0.29259917,1.3519336,-0.62813073,-1.1685313,0.54369605,0.001718488,0.33605132,0.059226286,-0.31403014,0.5858102,-0.0824201,-0.08661536,1.1693606,0.8050292,-0.19914523
28355,-0.03818328,-0.4712913,0.44062212,0.087069556,-0.6888715,-0.34345824,0.08874075,0.22796027,-0.48511568,-0.042946238,0.8777006,0.4173423,0.1563616,0.19204167,-0.49591008,-0.014745665
24342,0.27521417,0.25142893,0.6149761,0.43554267,-0.31641424,-0.22021201,-0.035350323,0.5111151,-0.6899035,0.36191666,0.81915826,0.4398432,-0.3750669,0.2604284,0.2906746,-0.26337674
143,-0.15747374,-0.08097486,0.08084739,-0.08127603,-0.66261214,-0.5863555,0.093048066,0.53125936,-0.30352455,-0.2820854,0.49796164,0.44007158,-0.5193908,0.11927956,0.1715601,0.24032755
604,0.5011409,-0.65940446,-0.44716346,0.4737391,-0.5967357,-0.13298455,0.66777545,0.17536394,0.13297743,0.15960915,0.7319709,0.36680645,-0.02663342,0.76171166,0.5301899,-0.28064772
2290,-0.6470151,-0.32992,0.142333,0.013669127,-0.43544358,-0.038110204,-0.67094904,0.6489721,-0.23464122,-0.28270996,0.96458966,-0.05836683,-0.08194185,0.8801431,0.18899654,0.21181756
45131,-0.7205193,0.42294934,-0.13247451,-0.8108508,-0.32700217,0.0072194072,0.4523309,-0.0150846215,-0.0035630993,0.31845978,0.5420452,1.4492301,-0.12875047,0.502423,-0.13897417,-0.5971095
3922,-0.9372598,-0.40600976,0.20424913,-0.12880176,-0.8457541,0.009643162,-0.05298228,0.14532903,0.04237636,0.013018546,0.70848596,0.65697753,-0.13562725,0.0784897,0.30226713,-0.14908244
59270,-0.23791291,0.02292112,0.04697927,-1.053952,-0.21895932,-0.7650106,0.094401665,0.003643936,0.43436608,0.32744274,1.1690733,0.7840521,-0.034371443,0.30532622,-0.0077048372,-0.31294546
8662,-0.44136453,-0.60175097,0.3961273,-0.745473,-0.49974802,-0.31301326,-0.14076115,0.22567727,0.32475492,0.10233414,0.81470263,0.10463894,-0.92637336,0.29337358,0.3891163,0.5947013
51610,-0.5462797,0.27873728,0.0346213,-1.2717866,-0.08997714,-0.75404,0.41604206,-0.33702266,0.021698643,-0.04969676,0.9184806,1.1188073,-0.11013919,0.67382157,0.074180216,-0.56965196
47091,-0.69285524,0.11089433,0.05955198,-0.55791926,-0.3660919,0.14304647,0.8044885,0.1654666,-0.17961906,-0.18119241,0.45390627,1.3343831,-0.3676654,-0.0027668034,-0.09137164,-0.96143836
27177,0.08869258,-0.44748366,0.021064421,-1.006894,-0.24077816,0.35826424,0.3414024,0.23919171,0.51253504,-0.4738527,1.1855513,0.24967875,0.4289388,0.8784539,0.65002763,0.14762399
51645,-0.16078687,-0.008696354,-0.10677067,-1.0308677,-0.124876715,-0.71703416,-0.009565029,0.06818814,0.48268566,0.2642307,1.111206,0.84390867,0.0069917114,0.4575307,-0.046077307,-0.33746582
51537,-0.24960537,-0.13739184,0.048362255,-1.0535344,-0.10787309,-0.8320826,0.032085143,0.0961545,0.39560753,0.2666877,1.2091993,0.641431,0.110100664,0.4570269,0.021209309,-0.26455456
5791,-0.367229,-0.092004634,-0.12858762,-0.9452374,-0.21888606,-0.7994923,0.044915497,0.030814279,0.47213334,0.21326706,1.1739144,0.7648719,0.026510628,0.44230217,-0.0015792628,-0.32690102
20332,-0.27646014,-0.014392454,-0.05812381,-1.0852898,-0.14008336,-0.786598,0.040707085,0.16155058,0.4784427,0.23944817,1.214289,0.661623,-0.017554969,0.31083566,-0.01558422,-0.33072746
31527,-0.27924088,0.31715158,-0.37987357,-0.33689734,-0.5043921,-0.5781866,0.21733601,0.60869557,-0.23844357,-0.5124247,1.7017549,-0.095706984,0.26512277,-0.35027704,0.09908219,-0.280242
34493,-0.28806794,-0.13474429,0.029222265,-1.0227504,-0.098049395,-0.7735985,-0.050020535,0.08116007,0.386291,0.16820642,1.1711843,0.7491469,0.027252223,0.34296682,0.05587436,-0.33445525
6019,-0.58730173,-0.4863445,-0.03168951,0.11026322,-0.03513374,-0.7252085,0.18597485,0.7356839,0.44409043,0.38389993,0.58606553,0.4823122,-0.62244356,0.34415293,0.75250953,-0.020135699
59278,-0.60486305,0.12155877,0.0047494895,-0.99134296,-0.1869149,-0.3958638,0.5002704,0.06168778,0.033595294,-0.27861086,0.6963958,1.170111,-0.42732638,0.25270587,-0.017930357,-1.0617568
42934,-0.18298231,0.04863409,-0.018064044,-1.0558419,-0.23491988,-0.8361036,0.020044308,0.07760264,0.49527088,0.35593084,1.1983459,0.720838,-0.06574974,0.3683161,-0.030152543,-0.34022388
34522,-0.24822536,-0.0028753055,-0.0047884365,-0.9820505,-0.24264278,-0.79643893,0.09130577,0.06611531,0.4332965,0.35327554,1.2326459,0.68347204,-0.00021515504,0.27693537,-0.009842955,-0.34193814
29094,-1.0242971,-0.7906975,-0.092182055,0.039085858,-1.0179937,0.2562461,0.18613449,-0.17463352,0.54437727,-0.19572145,1.2301878,0.2076257,-0.18632056,0.56034464,0.28781286,-0.3333242
30227,-0.2942262,0.01282891,0.12766877,-0.8117618,-0.40909886,-0.5646621,0.3048324,0.51222485,0.5576227,0.36134273,0.69141155,0.41206685,-0.2010099,0.5270607,-0.1470814,-0.16714014
5,-0.6572864,-0.263904,-0.08708149,-0.19098756,-0.18884553,-0.73068595,-0.04499342,0.60043746,-0.09686144,-0.25267258,0.42857322,0.64241177,-0.5780017,0.22215202,0.30708233,0.1961819
24871,-0.13655399,-0.073689,-0.07386148,-1.0786511,-0.20106822,-0.7697589,0.08073379,0.1280447,0.5441017,0.11194488,1.1608803,0.75273067,0.080439664,0.37200895,-0.04980907,-0.31522244
57737,-0.2616139,-0.19156308,-0.032095786,-1.0096267,-0.16595401,-0.81402934,0.01045302,0.18608359,0.407671,0.1080821,1.1311574,0.7113606,0.024593992,0.21745142,0.049364064,-0.34067467
24977,0.34861627,-0.4654313,-0.376649,-0.4872055,-0.5828882,-0.34740236,0.24819194,0.015192798,-0.40479556,0.22888295,1.1846365,0.50698215,-0.060948025,0.111956075,-0.73284,0.41916078
25108,-0.27233663,0.026967084,-0.028434645,-1.0721338,-0.17804597,-0.8173135,-0.022837205,0.18852654,0.44364512,0.25720385,1.234071,0.69623995,0.021416739,0.37165946,-0.033485506,-0.37702549
722,0.16864279,-0.8476267,0.10708621,-0.5587661,-0.2617006,-0.60962415,0.78330624,0.53166074,0.7420107,-0.024807772,1.0384431,0.81874317,0.1020648,-0.75694764,0.12181478,-0.08963418
25343,-0.4298667,-0.36375648,0.20064338,-0.7840093,-0.1890067,-0.6272159,-0.6414665,0.18438125,-0.2838446,0.39653078,0.80979306,0.65775543,-0.86147404,0.4621876,0.09739676,0.054539807
9158,-0.27727908,-0.39299205,0.091338515,-0.659282,-0.11551369,-0.6900703,-0.59858686,0.26901177,-0.57189614,0.42275754,1.0090238,0.8656183,-0.20729375,0.21621504,-0.4158168,0.022774855
9216,-0.29199114,-0.05951261,0.2296168,-0.15305533,-0.123687275,-0.3094502,-0.43941614,0.45478454,0.24772294,0.18886343,0.9743367,0.9884365,-0.01751348,0.18911955,0.04876301,0.1364314
33793,1.1129854,-0.5696017,0.10702484,-0.7291271,-0.6239663,-0.14516306,-0.46680877,0.5199984,-0.3094604,0.43802133,0.5109558,0.7652001,0.28301126,0.53532785,0.87161684,-0.3907986
9321,-0.28545445,0.2727357,-0.14018364,-0.60313344,0.20050775,-1.5058941,0.12932757,1.1793536,-0.12997344,0.23245816,0.58771896,0.41111195,0.05804523,0.5429081,0.018177036,-0.18899308
1557,-0.63695556,0.26319504,-0.07093246,0.0050461683,-0.4968343,0.21461283,0.36869413,-0.0069497847,0.44662896,0.17655155,1.201866,0.40532628,0.23335077,0.5296674,0.813391,0.3864744
34631,-0.03068545,-0.2642031,0.3016268,-0.3601093,-0.7137503,-0.23957227,0.29350573,0.34141558,-0.15729044,0.22622076,1.1693027,0.4706138,0.27628773,-0.34393284,-0.27610704,0.26000652
