1702,2
1702,44
1702,80
1702,307
1702,450
1702,451
1702,459
1702,480
1702,511
1702,615
1702,854
1702,856
1702,1149
1702,1174
1702,1186
1702,1201
1702,1485
1702,1960
1702,2073
1702,2186
1702,2227
1702,2233
1702,2244
1702,2255
1702,2290
1702,2427
1702,2434
1702,2787
1702,3074
1702,3553
1702,3559
1702,3598
1702,3619
1702,3625
1702,3644
1702,3741
1702,3870
1702,3934
1702,4015
1702,4019
1702,4109
1702,4170
1702,4172
1702,4363
1702,4392
1702,4405
1702,5247
1702,5331
1702,5556
1702,5860
1702,5952
1702,5955
1702,5988
1702,5996
1702,6024
1702,6081
1702,6823
1702,6827
1702,6866
1702,6887
1702,6930
1702,7672
1702,7679
1702,7696
1702,8491
1702,8881
1702,9050
1702,9844
1702,9995
1702,10249
1702,11352
1702,11578
1702,11677
1702,13679
5401,307
5401,900
5401,2102
5401,2186
5401,2224
5401,2227
5401,2300
5401,2427
5401,2434
5401,3323
5401,3651
5401,4110
5401,4172
5401,5197
5401,9043
5401,10524
947,68
947,220
947,307
947,486
947,592
947,1107
947,1324
947,1639
947,1948
947,1954
947,2070
947,2142
947,2224
947,2255
947,2427
947,3229
947,3559
947,3830
947,3904
947,3935
947,4110
947,4611
947,4724
947,5267
947,7044
947,7820
947,9370
947,14068
7896,307
7896,4806
7896,5717
1676,2
1676,307
1676,1149
1676,2009
1676,2908
1676,3880
1676,3922
1676,5830
1676,6081
1676,6571
1676,8662
261,0
261,5
261,141
261,143
261,209
261,307
261,495
261,498
261,568
261,1186
261,3584
261,3892
261,3904
261,13267
2796,307
7806,82
7806,307
7806,2255
7806,4435
7806,7451
9669,220
9669,307
9669,450
9669,1465
9669,10388
9669,11730
9268,307
9268,592
9268,1174
9268,2009
9268,3229
9268,3673
9268,3705
9268,4575
9268,4839
9268,4867
9268,8099
9268,9302
12063,307
12063,459
12063,592
12063,2255
12063,3578
13265,209
13265,307
13265,4110
3934,5
3934,44
3934,307
